Job Title,Company,Location,Date Posted,Date Extracted,Summary,Salary,Job URL
Human Resources Generalist,RAMP Inc.,"Waterloo, ON",30+ days ago,2021-05-07,"Strategically recruit for skilled trades, engineering and coop students.
Strong recruiting skills – Co-op, Skilled Trades and Engineering.",Not Provided,https://ca.indeed.com//company/RAMP-Inc/jobs/Human-Resource-Generalist-7a405bec6dac8332?fccid=c3b142f5d441f43f&vjs=3
Product Design Engineer - ERV,CORE Energy Recovery Solutions,"Vancouver, BC",14 days ago,2021-05-07,"Occasional supervision of junior engineers or co-op students.
Manage continuation engineering activities for cost reduction, supplier changes and quality…",Not Provided,https://ca.indeed.com//company/CORE-Energy-Recovery-Solutions/jobs/Product-Design-Engineer-db972f5fe519f5ac?fccid=f73e421c66d31016&vjs=3
Display IP Validation Engineer - 86463,"Advanced Micro Devices, Inc.","Markham, ON",30+ days ago,2021-05-07,Co-op/Internship demonstrating verification experience on large ASIC development projects or equivalent embedded programming experience an asset.,Not Provided,https://ca.indeed.com//rc/clk?jk=5671f017b5ed8dd3&fccid=b45c4b5a9c9a7448&vjs=3
Intermediate/Senior UX/UI Designer,TTT Studios,"Vancouver, BC",20 days ago,2021-05-07,"Work closely with the engineering team to ensure signed off UI design is implemented successfully.
You will be responsible for helping define and drive the…",Not Provided,https://ca.indeed.com//rc/clk?jk=d86aa36d9f03f954&fccid=ff1ae57d9f9ed5b1&vjs=3
Engineer-in-Training: Building Sciences,Engineering Link,"Toronto, ON",30+ days ago,2021-05-07,"§ Previous work experience in engineering consulting or construction.
§ Provide cross-functional support for structural engineering projects.",Not Provided,https://ca.indeed.com//company/Engineering-Link/jobs/Engineer-Training-6d740b9fd9e9e73b?fccid=9dcb2ea81d9be2b8&vjs=3
Electrical Designer,RB Engineering Ltd.,"Nanaimo, BC",21 days ago,2021-05-07,"Minimum of 1 year work experience in the electrical industry or equivalent co-op/internship experience.
Degree in electrical engineering or two year diploma in…",Not Provided,https://ca.indeed.com//company/RB-Engineering-Ltd/jobs/Electrical-Designer-0a9300fcf3c2abd5?fccid=c9ae25bc50280af0&vjs=3
Python Backend Engineer (Contractor),TTT Studios,"Vancouver, BC",8 days ago,2021-05-07,"Once you've settled in, our engineering team will onboard you with our development processes and technical standards.",Not Provided,https://ca.indeed.com//rc/clk?jk=3b080a3e152b0e50&fccid=ff1ae57d9f9ed5b1&vjs=3
Materials Testing Engineer,Alchemy,"Kitchener, ON",30+ days ago,2021-05-07,"Experience successfully managing co-op students, interns, and/or a research team.
In addition to your technical responsibilities, you will also be responsible…",Not Provided,https://ca.indeed.com//rc/clk?jk=8968c94227b224d2&fccid=29566a151851730f&vjs=3
Toronto - Student Engineer Electrical,R.V. Anderson Associates Limited,"Toronto, ON",30+ days ago,2021-05-07,"R.V. Anderson Associates Limited offers a competitive wage for our Interns/Co-op students.
Must be currently enrolled in an electrical engineering program with…",Not Provided,https://ca.indeed.com//rc/clk?jk=20d06d8559a41fe9&fccid=5c9d621af9459316&vjs=3
Supply Chain Business Specialist (WMS) - Metro Supply Chain Group,Metro Supply Chain Group,"Mississauga, ON",30+ days ago,2021-05-07,"1-3 years of relevant work experience including co-op/internships.
As a Supply Chain Business Specialist - WMS, you will be involved in all aspects of our WMS…",Not Provided,https://ca.indeed.com//rc/clk?jk=41cdb54460464274&fccid=b1d7b1cc84ecfc1b&vjs=3
Avionics/Electrical Engineer III,Avmax Careers - Canada,"Calgary, AB",30+ days ago,2021-05-07,"Supervise junior staff and co-op students.
Effective use of aerospace/mechanical engineering principles.
Eng. designation from a recognized Canadian engineering…",Not Provided,https://ca.indeed.com//rc/clk?jk=741137846a557fa8&fccid=fb0e9354126206a2&vjs=3
